paper_id,title,year,venue,doi,openalex_id,url,primary_source_url,authors,citations_count,concepts,abstract_status,code_url,search_query,retrieved_at,verification_status,notes
P0105,Square Superpixel Generation and Representation Learning via Granular-ball Computing,2025,2025 8th International Conference on Computer Information Science and Application Technology (CISAT),10.1109/cisat66811.2025.11181937,,https://www.semanticscholar.org/paper/2167a0f7fd53223c9dd8f805d4e6202e163bb6c6,https://doi.org/10.1109/cisat66811.2025.11181937,Shilin Zhao; Dawei Dai; Guolai Jiang; Fenglin Yu; Chengfang Zhang; Shuyin Xia,1,,available-and-coded-not-redistributed,,granular-ball computing; granular ball generation; granular ball graph learning; granular ball deep learning; granular ball federated learning,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0106,Sequential three-way decision based on multi-granular autoencoder features,2020,Information Sciences,10.1016/j.ins.2019.03.061,,https://www.semanticscholar.org/paper/52b6ef95ebcccc81cc8b487c3ec7f3c5377984a8,https://doi.org/10.1016/j.ins.2019.03.061,Libo Zhang; Huaxiong Li; Xianzhong Zhou; Bing Huang,74,,available-and-coded-not-redistributed,,granular ball three-way decision; sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0107,Outlier Detection with Three-Way Granular-Balls,2025,"2025 IEEE 6th International Conference on Computer, Big Data, Artificial Intelligence (ICCBD+AI)",10.1109/iccbdai66607.2025.11388327,,https://www.semanticscholar.org/paper/791e57a43a5bf38add6e31b08fc4b5089419e202,https://doi.org/10.1109/iccbdai66607.2025.11388327,Feng Lu; Jie Yang; Chenglin Zhang,0,,available-and-coded-not-redistributed,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0108,Granular Ball Twin Support Vector Machine,2025,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2024.3476391,,https://www.semanticscholar.org/paper/60eb1317a28261c2f32941eefff68ab22f183b2c,https://doi.org/10.1109/tnnls.2024.3476391,A. Quadir; M. Sajid; M. Tanveer,23,,available-and-coded-not-redistributed,,granular ball classifier; granular ball generation; granular ball deep learning; granular ball open set; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0109,Three-Way Outlier Detection Based on Shadowed Granular-Balls,2026,IEEE Transactions on Fuzzy Systems,10.1109/tfuzz.2025.3625229,,https://www.semanticscholar.org/paper/733e9221442aa8a9ea739c6e5a3dc23950b2e707,https://doi.org/10.1109/tfuzz.2025.3625229,Jie Yang; Feng Lu; Guoyin Wang; Shuyin Xia; Qinghua Zhang; Yi Liu; Yi Wang; Di Wu,13,,available-and-coded-not-redistributed,,shadowed set granular computing,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0110,Adaptive granular-ball based density peak clustering,2025,Neurocomputing,10.1016/j.neucom.2025.131458,,https://www.semanticscholar.org/paper/7d97b0ec04bcf8c51ace73a100b8437f54d66685,https://doi.org/10.1016/j.neucom.2025.131458,Xingguo Zhang; Li Xu; Weikuan Jia,8,,not-available-from-enrichment,,granular ball classifier; granular ball generation; granular ball clustering; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0111,Multi-Granularity Open Intent Classification via Adaptive Granular-Ball Decision Boundary,2025,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v39i23.34630,,https://doi.org/10.1609/aaai.v39i23.34630,https://doi.org/10.1609/aaai.v39i23.34630,Yanhua Li; Xiaocao Ouyang; Chaofan Pan; Jie Zhang; Sen Zhao; Shuyin Xia; Xin Yang; Guoyin Wang; Tianrui Li,5,,available-and-coded-not-redistributed,,granular ball open set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0112,MOGBC: Multi-objective Driven Granular Ball Clustering,2025,Lecture Notes in Computer Science,10.1007/978-3-031-92747-8_25,,https://www.semanticscholar.org/paper/cc57710f987cd2c44e37fd06311887c01c85360b,https://doi.org/10.1007/978-3-031-92747-8_25,Yongting Ni; Jin Qian; Shaowei Yan; Guangjin Yang,2,,not-available-from-enrichment,,granular ball classifier; granular ball generation; granular ball clustering; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0113,Multi-granularity graph refinement via granular ball for graph classification,2026,Neurocomputing,10.1016/j.neucom.2026.133713,,https://www.semanticscholar.org/paper/f3466ddadd9131b0fbf9d8c9db68f1e5ec497201,https://doi.org/10.1016/j.neucom.2026.133713,Jinyuan Ni; Shuyin Xia; Yifan Guan; Gaojie Xu; Long Chen; Yi Liu; Yi Wang,0,,not-available-from-enrichment,,granular ball graph learning,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0114,Granular-Ball Based Multi-View Outlier Detection,2026,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp55912.2026.11462415,,https://www.semanticscholar.org/paper/80bedc99e50aa5bf577d376835bdb358f47656ac,https://doi.org/10.1109/icassp55912.2026.11462415,Ning Wang; Zhiguo Hu; Yan Chen; Xinye Wang; Cheng Wang; Liang Du,0,,not-available-from-enrichment,,granular ball classifier; granular ball generation; granular ball anomaly detection; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0115,A Dual-Type Granular Ball Generation Method Based on Multi-Granularity Neighborhood,2026,Frontiers in Artificial Intelligence and Applications,10.3233/faia251647,,https://www.semanticscholar.org/paper/d70ea654ea8170ccfe46d34ce52f418f0999decf,https://doi.org/10.3233/faia251647,Keqi Cheng; Hongwu Qin; Xiuqin Ma; Tao Li,0,,available-and-coded-not-redistributed,,granular ball generation,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0116,The geometry of three-way decision,2021,Applied Intelligence,10.1007/s10489-020-02142-z,,https://www.semanticscholar.org/paper/19ec34d7ce966ea71ecf0633a94469a31cb4e6d2,https://doi.org/10.1007/s10489-020-02142-z,Yiyu Yao,154,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0117,Three-way k-means: integrating k-means and three-way decision,2019,International Journal of Machine Learning and Cybernetics,10.1007/s13042-018-0901-y,,https://www.semanticscholar.org/paper/3124de227d2c31a551fd1fa2bd8975363ec60cfe,https://doi.org/10.1007/s13042-018-0901-y,Pingxin Wang; Hong Shi; Xibei Yang; Jusheng Mi,99,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0118,Set-theoretic models of three-way decision,2020,Granular Computing,10.1007/s41066-020-00211-9,,https://www.semanticscholar.org/paper/34dd7079254214e51ea5aa435bd59e952bf99f5a,https://doi.org/10.1007/s41066-020-00211-9,Yiyu Yao,0,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0119,Three-way decision on information tables,2021,Information Sciences,10.1016/j.ins.2020.07.064,,https://www.semanticscholar.org/paper/6e171df30dc2f5484c3eb23912842a04b7786c79,https://doi.org/10.1016/j.ins.2020.07.064,Xiaonan Li; Xuan Wang; Bingzhen Sun; Yanhong She; Lu Zhao,36,,available-and-coded-not-redistributed,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0120,Three-way decision on two universes,2020,Information Sciences,10.1016/j.ins.2019.12.020,,https://www.semanticscholar.org/paper/d094f9a2d402ac76453dc2fe6049c02234f2ceb0,https://doi.org/10.1016/j.ins.2019.12.020,Xiaonan Li; Qianqian Sun; Hongmei Chen; Huangjian Yi,33,,available-and-coded-not-redistributed,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0121,Three-way decisions based on hesitant sets over three-way decision spaces,2023,Information Sciences,10.1016/j.ins.2023.119365,,https://www.semanticscholar.org/paper/fb9bcf4c3f24c4343236a1175d108fc72417fdee,https://doi.org/10.1016/j.ins.2023.119365,Chengyong Jin; Bao Qing Hu,16,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0122,Three-way decisions based on bipolar-valued fuzzy sets over three-way decision spaces,2024,Information Sciences,10.1016/j.ins.2023.119912,,https://www.semanticscholar.org/paper/6481d71f2808140c5b30c2eca2fc1cd5bddf5e29,https://doi.org/10.1016/j.ins.2023.119912,Bao Qing Hu,13,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0123,Three-way decision oriented rational behavior multi-attribute decision-making,2026,Information Fusion,10.1016/j.inffus.2025.103538,,https://www.semanticscholar.org/paper/5353d8efee3173434b78f37848a6193195bce51a,https://doi.org/10.1016/j.inffus.2025.103538,Tingquan Deng; Wenjie Wang; Chaoyue Wang; Jianming Zhan,10,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0124,Explainable multi-criteria decision-making: A three-way decision perspective,2025,International Journal of Approximate Reasoning,10.1016/j.ijar.2025.109528,,https://www.semanticscholar.org/paper/b028749ef2111941fcc9d7cc9230dd6fa753d4e1,https://doi.org/10.1016/j.ijar.2025.109528,Chengjun Shi; Yiyu Yao,13,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0125,Novel transformation methods from semi-three-way decision spaces to three-way decision spaces and their applications,2024,Information Sciences,10.1016/j.ins.2023.119962,,https://www.semanticscholar.org/paper/7ee3fb6b6a400ccc6e37188f69315d92576e307d,https://doi.org/10.1016/j.ins.2023.119962,Yiding Wang; Junsheng Qiao; Tengbiao Li,8,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0126,"Three-way Decision, Three-World Conception, and Explainable AI",2022,Lecture Notes in Computer Science,10.1007/978-3-031-21244-4_4,,https://www.semanticscholar.org/paper/7a22c02b7fa4ac6da8475941dba399cb1339168b,https://doi.org/10.1007/978-3-031-21244-4_4,Yiyu Yao,4,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0127,A three-way decision method with changing decision attributes,2025,Intelligent Data Analysis: An International Journal,10.1177/1088467x251330981,,https://www.semanticscholar.org/paper/24ddaa02272c33bbc3148083e3d9685da350897b,https://doi.org/10.1177/1088467x251330981,Huan-huan Zhao; Qin Jiang; Yong Liu; Zhi-ying Han,1,,available-and-coded-not-redistributed,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0128,Intuitionistic Fuzzy Three-Way Decision,2023,Studies in Fuzziness and Soft Computing,10.1007/978-3-031-45501-8_2,,https://doi.org/10.1007/978-3-031-45501-8_2,https://doi.org/10.1007/978-3-031-45501-8_2,Decui Liang; Zeshui Xu,0,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0129,Hesitant Fuzzy Three-Way Decision,2023,Studies in Fuzziness and Soft Computing,10.1007/978-3-031-45501-8_4,,https://doi.org/10.1007/978-3-031-45501-8_4,https://doi.org/10.1007/978-3-031-45501-8_4,Decui Liang; Zeshui Xu,0,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0130,Three-way Learnability: A Learning Theoretic Perspective on Three-way Decision,2022,Annals of Computer Science and Information Systems,10.15439/2022f18,,https://www.semanticscholar.org/paper/49e2f294052f914ee14b8e97db9acc548bd0e045,https://doi.org/10.15439/2022f18,Andrea Campagner; Davide Ciucci,1,,available-and-coded-not-redistributed,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0131,Cognitive and Social Decision Making: Three-Way Decision Perspectives,2023,Lecture Notes in Computer Science,10.1007/978-3-031-50959-9_18,,https://www.semanticscholar.org/paper/821b18c77151622018c533ef441734f1b9a08288,https://doi.org/10.1007/978-3-031-50959-9_18,Yiyu Yao; JingTao Yao,0,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0132,Item-Based Three-Way Decision Recommendation System,2022,Computer Science and Application,10.12677/csa.2022.121020,,https://www.semanticscholar.org/paper/4f844df399177e10c4a2a61638459d70a4807a26,https://doi.org/10.12677/csa.2022.121020,文丹 熊,0,,not-available-from-enrichment,,three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0133,A novel granular-ball streaming feature selection,2025,International Symposium on Artificial Intelligence Innovations (IS-AII 2025),10.1117/12.3074287,,https://www.semanticscholar.org/paper/e8d11e1ea33189cb7c52b7de2bc39a9bf0e0ac65,https://doi.org/10.1117/12.3074287,shaokun Jia; jie Yang; yanmin Liu,0,,available-and-coded-not-redistributed,,granular ball classifier; granular ball feature selection; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0134,Granular-Ball Subspace-Based Fuzzy Neighborhood Anomaly Detector,2026,IEEE Transactions on Fuzzy Systems,10.1109/tfuzz.2026.3670429,,https://www.semanticscholar.org/paper/ab1ec610a0581c075d957728d67ddf86ff559fa5,https://doi.org/10.1109/tfuzz.2026.3670429,Shihao Wang; Xinyu Su; Dezhong Peng; Xi Peng; Hongmei Chen; Yingke Chen; Zhong Yuan,0,,available-and-coded-not-redistributed,,granular ball classifier; granular ball neighborhood rough set; granular ball anomaly detection; granular ball uncertainty; granular ball calibration,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0135,A multilevel neighborhood sequential decision approach of three-way granular computing,2020,Information Sciences,10.1016/j.ins.2020.05.060,,https://www.semanticscholar.org/paper/94ab3340e1f39922325afaf50e3ac0cd239ed8a1,https://doi.org/10.1016/j.ins.2020.05.060,Xin Yang; Tianrui Li; Dun Liu; Hamido Fujita,60,,available-and-coded-not-redistributed,,granular ball three-way decision; sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0136,Multigranulation rough set model based on granulation of attributes and granulation of attribute values,2019,Information Sciences,10.1016/j.ins.2019.01.042,,https://www.semanticscholar.org/paper/c3c25df639fbf9cc2fe6ba8c0c932d4038bb0b8a,https://doi.org/10.1016/j.ins.2019.01.042,Yi Xu,8,,available-and-coded-not-redistributed,,multigranulation rough set; adaptive granulation rough set; dynamic granulation rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0137,Local Weighted Generalized Multigranulation Neighborhood Rough Set,2021,2021 International Conference on Wavelet Analysis and Pattern Recognition (ICWAPR),10.1109/icwapr54887.2021.9736185,,https://www.semanticscholar.org/paper/8b5954b180e54c5b24d5ac9229616241566c3598,https://doi.org/10.1109/icwapr54887.2021.9736185,Yanting Guo; Eric C.C. Tsang; Meng Hu,1,,available-and-coded-not-redistributed,,granular ball neighborhood rough set; neighborhood rough set; multigranulation rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0138,Quick Neighborhood Rough Set for Hierarchical Classification,2025,Lecture Notes in Computer Science,10.1007/978-3-031-92744-7_4,,https://www.semanticscholar.org/paper/c80a682af8f869c18958bded4a60ccdcb217e5d8,https://doi.org/10.1007/978-3-031-92744-7_4,Danyu Xiao; Shuai Li; Wenhuang Li; Xingxia Pan; Zhifen He,0,,not-available-from-enrichment,,granular ball neighborhood rough set; three-way classification rough set; neighborhood rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0139,Weighted Multi-granulation Containment Neighborhood Rough Set Model,2022,2022 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT),10.1109/wi-iat55865.2022.00134,,https://www.semanticscholar.org/paper/a2ba146286c9f2910283e08c48b541a4490dbdc3,https://doi.org/10.1109/wi-iat55865.2022.00134,Zhiqiang Wang; Tingting Zheng; Qing Li; Xin Sun,0,,available-and-coded-not-redistributed,,neighborhood rough set; adaptive granulation rough set; dynamic granulation rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0140,Granular rough sets and granular shadowed sets: Three-way approximations in Pawlak approximation spaces,2022,International Journal of Approximate Reasoning,10.1016/j.ijar.2021.11.012,,https://www.semanticscholar.org/paper/d06901d384de25caa3903be2375faa6e3c61fe28,https://doi.org/10.1016/j.ijar.2021.11.012,Yiyu Yao; Jilin Yang,33,,not-available-from-enrichment,,shadowed set granular computing,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0141,A Sequential Three-Way Decision Model With Intuitionistic Fuzzy Numbers,2021,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",10.1109/tsmc.2019.2908518,,https://www.semanticscholar.org/paper/f32bee2b57a1bb9f756923fcd819794cb6b7b880,https://doi.org/10.1109/tsmc.2019.2908518,Qinghua Zhang; Chenchen Yang; Guoyin Wang,66,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0142,Mixed data-driven sequential three-way decision via subjective–objective dynamic fusion,2022,Knowledge-Based Systems,10.1016/j.knosys.2021.107728,,https://www.semanticscholar.org/paper/45cb8444149d9873b050871aa84cfa34bf10b50d,https://doi.org/10.1016/j.knosys.2021.107728,Xin Yang; Yang Chen; Hamido Fujita; Dun Liu; Tianrui Li,48,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0143,Generalized multigranulation sequential three-way decision models for hierarchical classification,2022,Information Sciences,10.1016/j.ins.2022.10.014,,https://www.semanticscholar.org/paper/53dcc8f86be7c41c23fef6267334f969258066aa,https://doi.org/10.1016/j.ins.2022.10.014,Jin Qian; Chengxin Hong; Ying Yu; Caihui Liu; Duoqian Miao,30,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0144,A novel sequential three-way decision model with autonomous error correction,2021,Knowledge-Based Systems,10.1016/j.knosys.2020.106526,,https://www.semanticscholar.org/paper/67c91c3417df008b3876465e22ed222dcd9dc1bd,https://doi.org/10.1016/j.knosys.2020.106526,Qinghua Zhang; Zhikang Huang; Guoyin Wang,31,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0145,Cost-sensitive sequential three-way decision for information system with fuzzy decision,2022,International Journal of Approximate Reasoning,10.1016/j.ijar.2022.07.006,,https://www.semanticscholar.org/paper/90571ca84fcbd3d9923dfbb60fc63a172847b331,https://doi.org/10.1016/j.ijar.2022.07.006,Wenbin Qian; Yangyang Zhou; Jin Qian; Yinglong Wang,21,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0146,A TOPSIS method based on sequential three-way decision,2023,Applied Intelligence,10.1007/s10489-023-05183-2,,https://www.semanticscholar.org/paper/751e3527c0bb29ba4e47f62d0672a82956f43aea,https://doi.org/10.1007/s10489-023-05183-2,Jin Qian; Taotao Wang; Haoying Jiang; Ying Yu; Duoqian Miao,12,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0147,Sequential three-way decision with automatic threshold learning for credit risk prediction,2024,Applied Soft Computing,10.1016/j.asoc.2024.112127,,https://www.semanticscholar.org/paper/da9f3952a182198fe479c56e2002c47cf4a6d647,https://doi.org/10.1016/j.asoc.2024.112127,Yusheng Li; Feng Gao; Mengyi Sha; Xueyan Shao,12,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0148,A Novel Sequential Three-Way Decision Model for Medical Diagnosis,2022,Symmetry,10.3390/sym14051004,,https://www.semanticscholar.org/paper/c3b60e363e52c867a89d41e1b98ab691e8e7f742,https://doi.org/10.3390/sym14051004,Junhua Hu; Wanying Cao; Pei Liang,9,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0149,Incremental sequential three-way decision based on continual learning network,2021,International Journal of Machine Learning and Cybernetics,10.1007/s13042-021-01472-9,,https://www.semanticscholar.org/paper/992468830e2416ed1bcb088b8e6ea81f2c6da3af,https://doi.org/10.1007/s13042-021-01472-9,Hongyuan Li; Hong Yu; Fan Min; Dun Liu; Huaxiong Li,11,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0150,A novel attribute reduction algorithm based on granular sequential three-way decision,2025,Information Sciences,10.1016/j.ins.2024.121691,,https://www.semanticscholar.org/paper/25ba0db7e2a54528a7c1f8859490c38f627ab0b7,https://doi.org/10.1016/j.ins.2024.121691,Yuliang Chen; Yunlong Cheng; Binbin Luo; Yabin Shao; Mingfu Zhao; Qinghua Zhang,6,,not-available-from-enrichment,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0151,Green Supplier Selection Based on Sequential Group Three-Way Decision Making,2023,Mathematics,10.3390/math11224605,,https://www.semanticscholar.org/paper/972cb3b6691d6915db719ad576d04be822723f8e,https://doi.org/10.3390/math11224605,Jiekun Song; Xueli Leng; Zhicheng Liu,7,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0152,Optimal scale generation in two-class dominance decision tables with sequential three-way decision,2023,Information Sciences,10.1016/j.ins.2022.12.097,,https://www.semanticscholar.org/paper/f63867741d75db0dbd494fa37871690308455d69,https://doi.org/10.1016/j.ins.2022.12.097,Xuanqian Chen; Bing Huang; Tianxing Wang,8,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0153,A sequential three-way decision model based on hesitant fuzzy sets,2021,Journal of Intelligent &amp; Fuzzy Systems: Applications in Engineering and Technology,10.3233/jifs-201524,,https://www.semanticscholar.org/paper/774cea445525560b075d6ffaa9f6d3b9f5549582,https://doi.org/10.3233/jifs-201524,Mo Zhang; Qinghua Zhang; Man Gao,9,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0154,Granular Description of Uncertain Data for Classification Rules in Three-Way Decision,2022,Applied Sciences,10.3390/app122211381,,https://www.semanticscholar.org/paper/76b2cc0124885a8b6293164f02dd20b71466192f,https://doi.org/10.3390/app122211381,Xinhui Zhang; Tinghui Ouyang,1,,available-and-coded-not-redistributed,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0155,Intuitionistic Fuzzy Sequential Three-Way Decision Model in Incomplete Information Systems,2024,Symmetry,10.3390/sym16091244,,https://www.semanticscholar.org/paper/15d574460c5beae63cef7eda24cc58a5c7712838,https://doi.org/10.3390/sym16091244,Jie Shi; Qiupeng Liu; Chunlei Shi; Mingming Lv; Wenli Pang,3,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0156,Incremental Sequential Three-Way Decision Using a Deep Stacked Autoencoder,2019,Lecture Notes in Computer Science,10.1007/978-3-030-22815-6_32,,https://www.semanticscholar.org/paper/49a7d3071b136cf602dcbc0f7cead80c790c4d43,https://doi.org/10.1007/978-3-030-22815-6_32,Hong Chen; Huaxiong Li; Bing Huang; Xiuyi Jia; Xianzhong Zhou,0,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0157,A sequential three-way decision model based on linguistic Z-numbers,2025,PLOS One,10.1371/journal.pone.0320350,,https://www.semanticscholar.org/paper/d0abbc7fa45926585f6e5c250d09e1f8b57ff7d2,https://doi.org/10.1371/journal.pone.0320350,Yi Mao; Yaning Xu; Yuezhong Fan,2,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0158,Threshold Selection Strategy for Sequential Three-Way Decision Model,2025,International Journal of Software Engineering and Knowledge Engineering,10.1142/s0218194025500895,,https://www.semanticscholar.org/paper/05df0c7d0f3031838272531811701ca284abb135,https://doi.org/10.1142/s0218194025500895,Qinrong Feng; Xiao Guo; Wenqi Wang,0,,available-and-coded-not-redistributed,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0159,A cost-sensitive sequential multi-class three-way decision model,2026,International Journal of Machine Learning and Cybernetics,10.1007/s13042-025-02839-y,,https://www.semanticscholar.org/paper/842659c0ccada377731d829e6c476fea0db256c0,https://doi.org/10.1007/s13042-025-02839-y,Jun Hu; Hongguang Xia,0,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
